State,CountyName
OR,Clackamas
KY,Kenton
NC,Guilford
IN,Greene
TN,Sumner
OH,Williams
CA,Santa Clara
FL,Saint Lucie
IN,Brown
MA,Berkshire
CO,Fremont
TX,Travis
NC,Stanly
PA,Allegheny
MI,Saint Clair
CA,Tulare
NY,Clinton
MO,Saint Louis
PA,Dauphin
OH,Fairfield
PA,Montgomery
WA,Snohomish
CA,Sutter
FL,Hillsborough
KY,Campbell
MN,Hennepin
SC,Edgefield
WA,Stevens
TX,Bexar
NY,Orleans
MS,Lamar
CT,Hartford
CA,Santa Cruz
PA,Butler
MI,Genesee
NY,Saratoga
LA,Calcasieu
NY,Onondaga
UT,Weber
OH,Greene
PA,Berks
CT,Tolland
FL,Bay
TN,Humphreys
ID,Clearwater
AZ,Pima
TN,Davidson
WA,Chelan
WI,Grant
OH,Hamilton
PA,Carbon
IL,Henry
LA,Saint Mary
PA,Cumberland
CA,Plumas
OH,Hamilton
IL,McHenry
FL,Miami-Dade
CA,Santa Clara
AZ,Mohave
IN,Clay
NY,Washington
NY,Dutchess
TN,Tipton
SC,Greenville
NY,Orange
MI,Oakland
TN,Trousdale
IL,Du Page
MN,Washington
KS,Johnson
FL,Collier
MN,Ramsey
FL,Orange
PA,York
CA,Contra Costa
MI,Macomb
PA,Chester
MI,Saginaw
MI,Wayne
PA,Butler
CO,El Paso
LA,Avoyelles
WA,Clark
PA,Mercer
IN,Howard
MO,Platte
MA,Worcester
PA,Washington
WA,Island
NY,Saratoga
NY,Putnam
MI,Ionia
AL,Shelby
NH,Carroll
PA,Schuylkill
WI,Dane
ID,Twin Falls
FL,Marion
PA,Allegheny
MS,Newton
OH,Tuscarawas
NH,Cheshire
CO,El Paso
IN,Whitley
PA,Erie
NY,Ulster
PA,Lancaster
NY,Onondaga
IL,Lake
NC,Stanly
OH,Defiance
CO,Adams
NH,Merrimack
NJ,Bergen
TX,Tarrant
NY,Broome
CT,Litchfield
PA,Chester
NY,Cattaraugus
NY,Suffolk
NJ,Middlesex
NY,Rensselaer
NC,Henderson
PA,York
PA,Carbon
TN,Monroe
IN,Starke
IN,Union
KY,Kenton
IL,Cook
OK,McClain
CT,New London
PA,Luzerne
WI,Waukesha
OR,Clackamas
NC,Wilson
PA,Butler
SC,Greenville
CO,Larimer
GA,Haralson
AL,Jefferson
PA,Northampton
CA,Orange
PA,Lancaster
WI,Waukesha
OH,Portage
IL,Will
NY,Fulton
MI,Muskegon
MN,Saint Louis
FL,Duval
PA,Allegheny
FL,Escambia
NY,Ulster
PA,Cumberland
NJ,Hunterdon
MA,Essex
PA,Lancaster
PA,Erie
PA,Berks
MI,Van Buren
TX,Polk
WI,La Crosse
MD,Harford
PA,Fayette
MO,Dallas
PA,Franklin
NY,Tioga
NC,Cabarrus
NY,Broome
MD,Carroll
NJ,Camden
PA,Allegheny
PA,Northampton
WA,Spokane
WI,Rock
PA,Lancaster
NJ,Monmouth
SC,Beaufort
WI,Kenosha
MA,Hampden
OH,Preble
WA,Yakima
FL,Saint Johns
PA,Allegheny
NY,Dutchess
PA,Lancaster
UT,Utah
MS,Humphreys
MD,Prince Georges
UT,Davis
PA,Chester
PA,Montgomery
IL,Lake
CO,Weld
PA,Northampton
CA,Santa Barbara
CA,Los Angeles
PA,York
OK,Seminole
PA,Fayette
NY,Oswego
AL,Baldwin
FL,Hernando
WI,Dane
NY,Orange
MD,Prince Georges
PA,Montgomery
OH,Preble
PA,Berks
WI,Walworth
MN,Hennepin
WA,Snohomish
IL,La Salle
IN,Wells
PA,Bucks
NJ,Salem
OR,Columbia
PA,Montgomery
AL,Madison
PA,Butler
CA,Mendocino
IL,Cook
TX,Jasper
TN,Sumner
NJ,Salem
TN,Campbell
NH,Hillsborough
CA,El Dorado
NY,Columbia
CT,Tolland
CT,Windham
MN,Washington
PA,Montgomery
IL,Sangamon
CA,San Luis Obispo
PA,Chester
MI,Midland
LA,Saint Bernard
GA,Columbia
PA,Lackawanna
PA,Chester
NY,Westchester
CA,Los Angeles
NH,Sullivan
TX,Brooks
NJ,Middlesex
IL,Lake
PA,Venango
VA,Culpeper
NC,Nash
TX,Jasper
UT,Tooele
IN,Lagrange
WI,Racine
TX,Lampasas
NH,Hillsborough
CO,Arapahoe
FL,Duval
OK,Canadian
NY,Onondaga
IL,Champaign
WI,Walworth
MA,Worcester
MA,Middlesex
TN,Weakley
MA,Worcester
NC,New Hanover
WA,Okanogan
MO,Barry
NY,Essex
PA,Schuylkill
NJ,Ocean
NJ,Morris
LA,Saint Mary
PA,Northampton
NH,Hillsborough
NC,Brunswick
MI,Lenawee
PA,Berks
PA,Luzerne
NJ,Camden
WI,Iowa
FL,Orange
PA,Lehigh
MI,Allegan
PA,Lackawanna
PA,Luzerne
NH,Rockingham
AL,Jefferson
FL,Hernando
PA,Blair
MA,Berkshire
PA,Lawrence
PA,Westmoreland
VT,Washington
MI,Muskegon
MS,Washington
PA,Schuylkill
CA,Kern
IN,Lagrange
TX,Bexar
NY,Washington
MA,Worcester
NJ,Sussex
GA,Hall
FL,Okaloosa
CA,Sutter
WI,Washington
CT,Tolland
VA,Fauquier
NY,Schenectady
FL,Polk
OK,Cleveland
PA,Allegheny
TX,Comanche
MA,Middlesex
OH,Summit
NJ,Warren
MA,Middlesex
MI,Clinton
NJ,Hunterdon
MD,Washington
MA,Plymouth
TX,Bexar
CA,Santa Barbara
PA,Bucks
CO,El Paso
NJ,Bergen
TX,Cameron
VA,Caroline
WA,Clark
MO,Lincoln
PA,Northampton
IL,Winnebago
OR,Josephine
FL,Volusia
FL,Saint Johns
MI,Berrien
MS,Perry
IL,McHenry
NY,Madison
MA,Worcester
NY,Tioga
MI,Kent
FL,Miami-Dade
OR,Umatilla
WI,Waukesha
MD,Charles
NH,Carroll
NY,Chemung
PA,Berks
IN,Grant
IL,Lake
VA,Chesterfield
TX,Callahan
OH,Hamilton
MD,Calvert
NY,Suffolk
AL,Mobile
IN,Clark
TX,Grayson
NY,Oswego
WA,Clallam
OH,Hamilton
VA,Henrico
MO,Saint Louis
MD,Baltimore
NJ,Gloucester
IL,Champaign
NJ,Warren
MI,Oakland
NC,Stokes
MO,Saint Louis
VA,Orange
NH,Rockingham
OH,Fairfield
OH,Hamilton
NH,Merrimack
NY,Nassau
PA,Dauphin
IN,Hamilton
IL,Will
OH,Franklin
CT,New London
PA,Luzerne
MD,Montgomery
PA,Washington
CA,Sacramento
NY,Saratoga
MS,Panola
NC,Catawba
PA,Erie
NJ,Camden
LA,Caddo
NC,Guilford
NH,Rockingham
LA,Lafourche
PA,Lancaster
OR,Douglas
NH,Rockingham
OH,Hamilton
GA,Effingham
CA,Santa Cruz
PA,Luzerne
PA,Lackawanna
NJ,Monmouth
TX,Bell
IN,Scott
VT,Orange
WA,King
IL,Peoria
PA,York
TX,Tarrant
NC,McDowell
PA,Erie
PA,Northumberland
PA,Montgomery
TN,Davidson
MD,Dorchester
PA,Montgomery
PA,Chester
MA,Franklin
PA,Lehigh
PA,Montgomery
GA,Effingham
MI,Saint Clair
TN,Dickson
OH,Trumbull
NJ,Monmouth
IL,Cook
NY,Erie
LA,Ascension
TX,Bowie
PA,Westmoreland
OH,Brown
WI,Outagamie
VT,Rutland
AR,Washington
PA,Montgomery
SC,Anderson
WI,Dane
KY,Metcalfe
SD,Pennington
NH,Hillsborough
NJ,Camden
HI,Honolulu
MN,Clay
TX,Tarrant
NH,Belknap
PA,Allegheny
NM,Sandoval
NY,Suffolk
PA,Chester
NC,Granville
NJ,Morris
FL,Collier
NY,Westchester
NJ,Mercer
PA,Allegheny
WI,Calumet
RI,Providence
UT,Davis
MA,Worcester
CO,Weld
PA,Carbon
NH,Merrimack
NY,Tompkins
LA,Terrebonne
NY,Onondaga
OR,Linn
CT,Middlesex
OH,Tuscarawas
NY,Livingston
VA,Pittsylvania
AR,Boone
SC,Orangeburg
NJ,Morris
AZ,Gila
PA,Venango
OH,Franklin
NY,Orange
PA,Berks
NC,Durham
MI,Kent
AL,Madison
CA,San Luis Obispo
MI,Lenawee
KY,Marshall
FL,Pasco
MI,Wayne
KY,Kenton
SC,Florence
PA,Luzerne
GA,Gwinnett
MI,Kalamazoo
TX,Runnels
MN,Saint Louis
NY,Tompkins
NH,Rockingham
MI,Berrien
NJ,Somerset
OH,Hamilton
IN,Johnson
OR,Marion
WI,Columbia
MA,Norfolk
MI,Saginaw
OR,Lane
NH,Grafton
VA,Campbell
OR,Malheur
MO,Howell
CO,Jefferson
FL,Palm Beach
MN,Rice
TX,Collin
NJ,Hunterdon
NY,Madison
OH,Wood
NJ,Hunterdon
TN,Dickson
MD,Caroline
IL,Cook
AL,Madison
VA,Pittsylvania
GA,Clarke
VT,Franklin
CO,Jefferson
IN,Dearborn
CT,Middlesex
LA,Claiborne
LA,Evangeline
PA,Allegheny
PA,Allegheny
MA,Essex
TX,Travis
NH,Rockingham
MA,Worcester
NJ,Bergen
NJ,Ocean
PA,Franklin
OR,Multnomah
IL,Cook
PA,Washington
FL,Orange
IN,Noble
KY,Jessamine
NY,Jefferson
MD,Prince Georges
FL,Polk
MD,Frederick
WA,Chelan
NJ,Cape May
PA,Allegheny
PA,Westmoreland
TX,Polk
MA,Essex
TX,Gregg
NH,Rockingham
MD,Saint Marys
NY,Tioga
FL,Pasco
WI,Outagamie
PA,Carbon
OH,Wayne
VA,Westmoreland
CA,Placer
TX,Henderson
KY,Kenton
WI,Vilas
MI,Ingham
TX,Bell
TX,Red River
NJ,Passaic
PA,York
NC,Union
PA,Schuylkill
WI,Polk
AR,Pope
NJ,Warren
NJ,Bergen
MD,Frederick
NH,Merrimack
IL,McHenry
OH,Hamilton
OH,Lucas
FL,Polk
NY,Westchester
UT,Utah
OR,Linn
SC,Spartanburg
GA,Camden
MO,Howell
CT,Litchfield
NH,Merrimack
CO,Eagle
GA,Cobb
IA,Muscatine
NC,Randolph
WI,Burnett
OH,Clermont
CT,Tolland
NY,Westchester
MI,Muskegon
DE,Kent
IN,Blackford
MA,Worcester
WI,Columbia
CA,San Mateo
MI,Lenawee
IL,Kane
WA,King
MS,Jackson
PA,Washington
WI,Outagamie
PA,Erie
TX,Cameron
NJ,Monmouth
WI,Winnebago
MO,Saint Louis
AL,Pickens
AR,Saline
OR,Marion
LA,Richland
NY,Dutchess
OH,Hamilton
AZ,Maricopa
GA,Habersham
PA,Northampton
PA,Montgomery
CA,Plumas
PA,Lackawanna
NH,Rockingham
NY,Nassau
PA,Fayette
MD,Worcester
VT,Lamoille
PA,Mercer
MI,Berrien
IN,Randolph
PA,Lawrence
OH,Brown
WI,Columbia
NJ,Morris
CT,New London
MN,Scott
CO,Douglas
LA,East Feliciana
PA,Montgomery
NJ,Camden
IL,Rock Island
IN,Boone
IL,Cook
FL,Lee
IN,Brown
VA,Pittsylvania
CT,Hartford
NC,Union
TN,Sumner
NJ,Passaic
CA,Kern
IN,Hendricks
TX,Harris
NH,Carroll
GA,Chatham
PA,Lehigh
NY,Dutchess
PA,York
CA,Los Angeles
VA,Fluvanna
TN,Chester
KS,Sedgwick
NY,Niagara
NJ,Bergen
AZ,Yuma
PA,Chester
WI,Racine
MI,Shiawassee
NC,Iredell
PA,Berks
NH,Cheshire
WI,Outagamie
MD,Prince Georges
PA,Washington
NH,Strafford
CO,Delta
IN,De Kalb
KS,Douglas
MI,Barry
WA,Clark
NY,Rensselaer
VA,Campbell
NY,Erie
NC,Forsyth
WI,Ozaukee
PA,Dauphin
MS,Monroe
MI,Ottawa
IL,Rock Island
AK,Matanuska Susitna
NY,Livingston
CA,Tulare
NC,Burke
FL,Orange
MN,Scott
MA,Middlesex
NH,Rockingham
MO,Saint Louis
MO,Clay
IN,Elkhart
CT,Windham
PA,Washington
WA,Yakima
NY,Suffolk
MD,Caroline
MS,Chickasaw
OH,Fairfield
NY,Nassau
AR,Garland
TX,Franklin
PA,Armstrong
WI,Eau Claire
PA,Westmoreland
IL,Cook
NY,Clinton
PA,Lehigh
IL,Kankakee
MD,Frederick
IL,Du Page
VT,Orleans
NJ,Gloucester
NY,Livingston
MA,Worcester
CA,Orange
CA,San Luis Obispo
IL,Macoupin
NY,Oswego
CT,New London
MO,Saint Louis
PA,Beaver
MT,Missoula
FL,Polk
AZ,Graham
NY,Orleans
FL,Saint Johns
LA,Terrebonne
PA,Chester
LA,Vernon
NY,Orleans
MI,Van Buren
HI,Hawaii
OH,Greene
FL,Polk
PA,Schuylkill
NY,Ontario
WI,Waukesha
MI,Saint Clair
UT,Salt Lake
MN,Hennepin
IA,Wright
PA,Berks
NC,Lincoln
PA,Centre
MA,Plymouth
MO,Saint Louis
NY,Clinton
MD,Howard
CT,Hartford
CT,Litchfield
FL,Palm Beach
NY,Erie
NY,Suffolk
VA,Loudoun
TX,Medina
LA,Bienville
TX,Montague
NY,Albany
FL,Baker
IN,Dearborn
TX,Bexar
FL,Pinellas
MN,Carver
MO,Saint Louis
PA,Montgomery
VA,Chesterfield
NJ,Morris
MO,Jefferson
FL,Putnam
OR,Yamhill
MD,Prince Georges
PA,Carbon
VA,Albemarle
MI,Tuscola
IL,Kane
PA,Lehigh
NY,Cortland
IA,Lyon
MO,Pulaski
FL,Monroe
CA,Yuba
PA,Dauphin
NC,Randolph
NJ,Gloucester
UT,Weber
NJ,Morris
IL,Effingham
OH,Summit
CT,New London
FL,Polk
MI,Lenawee
NY,Nassau
FL,Volusia
IN,Fountain
MO,Jackson
NC,Cumberland
PA,Dauphin
KY,Campbell
TN,Cheatham
WI,Dane
PA,Lancaster
PA,Luzerne
OH,Ashtabula
NC,Randolph
WI,Kenosha
PA,Berks
PA,Beaver
FL,Jackson
WI,Kenosha
NY,Orleans
NM,Sandoval
NY,Saratoga
NH,Rockingham
FL,Jackson
MA,Worcester
MI,Eaton
MD,Saint Marys
NY,Tioga
KY,Boyd
TN,Williamson
NH,Rockingham
NY,Jefferson
IN,Harrison
MI,Montcalm
PA,Fayette
UT,Salt Lake
VA,Hanover
MS,Hancock
PA,Berks
LA,Beauregard
MI,Oakland
NJ,Hunterdon
AR,Garland
IN,De Kalb
NJ,Monmouth
PA,Washington
IL,Cook
MI,Saint Clair
FL,Alachua
OR,Jackson
OH,Clermont
MI,Eaton
PA,Northampton
NY,Warren
CA,Santa Cruz
CT,New London
NY,Tompkins
NH,Merrimack
PA,Dauphin
PA,Lackawanna
VA,Albemarle
NY,Steuben
IN,Jefferson
CT,Middlesex
PA,Washington
TX,Fayette
MI,Oakland
IN,Henry
PA,Bucks
IL,McHenry
KY,Trimble
IN,Monroe
OH,Lorain
IN,Dearborn
MI,Saint Clair
NJ,Camden
MS,Clarke
FL,Seminole
NJ,Salem
WA,Grant
TX,Cameron
FL,Sumter
NJ,Bergen
MS,Greene
CA,San Mateo
PA,Bucks
NY,Washington
PA,Schuylkill
OR,Marion
WI,Calumet
MI,Muskegon
TN,Hawkins
NC,Henderson
MN,Olmsted
NH,Carroll
PA,Dauphin
LA,Jefferson Davis
LA,Avoyelles
MS,Stone
PA,Beaver
GA,Macon
NY,Steuben
NY,Suffolk
MI,Van Buren
WI,Dane
WI,Washington
PA,Berks
IN,Gibson
NY,Ulster
ID,Ada
SC,York
TX,Lavaca
TX,Bowie
PA,Bucks
OH,Wood
WI,Walworth
AR,Craighead
FL,Pinellas
PA,Lancaster
MI,Jackson
CO,Weld
FL,Polk
MI,Saint Clair
PA,Westmoreland
NY,Onondaga
FL,Volusia
NJ,Sussex
NH,Merrimack
PA,Bucks
TX,Brazoria
TX,De Witt
TX,Denton
MI,Calhoun
IL,Cook
PA,Beaver
MA,Bristol
OH,Clark
PA,Chester
GA,Cherokee
MI,Jackson
OR,Deschutes
IL,Cook
AR,Faulkner
CA,Ventura
UT,Salt Lake
MN,Washington
TX,Bastrop
IL,Grundy
WI,Brown
MD,Washington
VA,Hanover
NJ,Passaic
WA,Thurston
NJ,Hunterdon
CO,Garfield
GA,Bryan
CO,Weld
TN,Blount
LA,Jefferson
IN,Porter
MA,Dukes
IN,Whitley
IN,Bartholomew
MI,Genesee
CA,Monterey
WV,Kanawha
PA,Luzerne
NJ,Ocean
NY,Tioga
VT,Rutland
NY,Schoharie
CA,Siskiyou
MI,Saginaw
KY,Campbell
NH,Rockingham
MO,Saint Louis
IN,Noble
WI,Vernon
PA,Jefferson
MI,Saint Clair
IL,La Salle
AL,Shelby
OK,Washington
TX,Goliad
OH,Trumbull
WI,Waukesha
TN,Sevier
IL,Lake
IN,Wayne
NJ,Hunterdon
OH,Hamilton
PA,York
GA,Coweta
NH,Grafton
FL,Alachua
GA,Wilcox
PA,Mercer
WI,Calumet
OH,Allen
OH,Warren
PA,Carbon
KY,Kenton
MN,Hennepin
IL,Saint Clair
VT,Addison
NJ,Morris
IL,Saint Clair
NY,Niagara
OR,Marion
WI,Racine
MI,Kent
NY,Nassau
TX,Sabine
MI,Montcalm
LA,Saint Bernard
AL,Covington
PA,Berks
MI,Macomb
TN,Fayette
MI,Shiawassee
MD,Washington
CT,Middlesex
CA,San Bernardino
AL,Madison
IN,Fountain
PA,Franklin
OH,Fairfield
IN,Warrick
PA,Mercer
NJ,Hunterdon
FL,Putnam
FL,Pinellas
VA,Augusta
NJ,Camden
NJ,Monmouth
PA,Lancaster
NY,Westchester
IL,Ogle
WV,Kanawha
TX,Marion
TN,Tipton
PA,Berks
MI,Berrien
CA,San Luis Obispo
MI,Jackson
PA,Schuylkill
LA,Livingston
GA,Gwinnett
TN,Roane
MI,Ionia
NY,Dutchess
NJ,Morris
WA,Skagit
IN,De Kalb
PA,Allegheny
CO,Weld
MI,Muskegon
FL,Brevard
MA,Barnstable
OH,Stark
NY,Suffolk
TX,Wharton
IN,Harrison
PA,Fayette
MI,Monroe
PA,Lehigh
TX,Orange
WA,Whatcom
MO,Saint Charles
WI,Washington
TX,Van Zandt
PA,Cumberland
IL,Saint Clair
MI,Wayne
NH,Strafford
IL,DeKalb
MN,Steele
NC,Forsyth
NY,Nassau
IN,Allen
PA,Lancaster
GA,Pike
PA,Mercer
FL,Orange
TN,Robertson
GA,Fayette
FL,Orange
PA,Washington
PA,Schuylkill
HI,Hawaii
OH,Hamilton
NC,Haywood
PA,Dauphin
NJ,Sussex
NY,Columbia
FL,Manatee
PA,York
NY,Tompkins
NY,Seneca
MI,Oakland
MA,Barnstable
FL,Sumter
NY,Washington
TN,Maury
VT,Chittenden
TN,Maury
PA,Beaver
WI,Washington
NH,Rockingham
PA,Allegheny
IN,Daviess
NE,Lancaster
NJ,Sussex
CA,San Mateo
MO,Jefferson
OH,Tuscarawas
MN,Saint Louis
MI,Ingham
PA,Lancaster
MA,Barnstable
MA,Essex
IN,Hancock
AL,Walker
KS,Shawnee
PA,York
TX,Medina
LA,Caddo
MA,Worcester
LA,Beauregard
FL,Indian River
TX,Harris
MD,Caroline
WI,Dane
CO,Garfield
IN,Benton
NY,Ontario
NY,Jefferson
SC,Fairfield
IA,Pottawattamie
PA,Allegheny
KY,Boone
RI,Newport
FL,Polk
CA,Monterey
PA,Northumberland
WA,Pierce
MD,Caroline
NJ,Ocean
CA,Amador
WI,Grant
MO,Saint Louis
SC,Oconee
MI,Saginaw
MA,Franklin
WA,Franklin
IN,Delaware
NH,Cheshire
NJ,Middlesex
NY,Nassau
NY,Montgomery
NJ,Warren
TX,Willacy
PA,Butler
TN,Hickman
AL,Saint Clair
OR,Clatsop
UT,Washington
CO,Park
AL,Covington
OH,Medina
CA,Placer
MO,Greene
NH,Hillsborough
PA,Berks
NC,Harnett
TN,Robertson
AZ,Pima
VT,Chittenden
VA,Loudoun
NY,Oswego
MI,Saint Clair
PA,Berks
NY,Erie
PA,Montgomery
WI,Walworth
OH,Champaign
CT,Fairfield
UT,Davis
LA,Saint James
MI,Ingham
PA,Lancaster
SC,Spartanburg
IN,Wayne
NC,Ashe
MI,Bay
OR,Washington
MA,Worcester
NC,Iredell
MI,Saint Clair
VA,Fauquier
PA,Lancaster
WI,Racine
NY,Erie
MD,Washington
PA,Washington
CO,Weld
MA,Hampden
NJ,Hunterdon
CA,Sonoma
OH,Franklin
FL,Bay
IL,McDonough
NY,Columbia
AR,Garland
IL,Henry
KY,Oldham
PA,Chester
SC,Spartanburg
MA,Essex
NC,Brunswick
NY,Ulster
PA,Luzerne
MI,Saint Clair
IL,Du Page
NH,Rockingham
NJ,Monmouth
PA,Chester
IL,Winnebago
OH,Hamilton
AZ,Yavapai
GA,Chattahoochee
NY,Oswego
NY,Fulton
MA,Barnstable
PA,Montgomery
OH,Clark
IN,Jay
NY,Rockland
IN,Madison
MN,Clay
VA,King William
NJ,Morris
NY,Warren
CT,Litchfield
NJ,Sussex
AL,Tuscaloosa
AL,Montgomery
TX,Brown
MN,Blue Earth
MI,Mecosta
NJ,Monmouth
MI,Van Buren
MI,Eaton
OH,Wood
CA,El Dorado
NJ,Sussex
TX,Robertson
MD,Wicomico
VT,Franklin
TX,Van Zandt
FL,Orange
MI,Mecosta
MA,Essex
WI,Rock
PA,Mercer
PA,Allegheny
PA,York
AZ,Maricopa
NY,Saratoga
NY,Saratoga
OH,Hamilton
PA,Berks
WA,Pacific
WI,Ozaukee
TX,Grayson
UT,Washington
MI,Livingston
TN,Hickman
VA,Culpeper
PA,Berks
PA,Butler
VA,Frederick
SC,Orangeburg
NY,Rensselaer
NC,Rowan
AL,Jefferson
MS,Tippah
GA,Bulloch
MI,Van Buren
WA,Okanogan
IL,Lake
LA,Terrebonne
TN,Rutherford
MI,Montcalm
PA,Butler
CA,Monterey
KS,Johnson
MS,Itawamba
MI,Kent
NJ,Mercer
CA,San Mateo
PA,Montgomery
OH,Erie
FL,Brevard
WA,Spokane
MI,Muskegon
NY,Erie
WI,Racine
NY,Lewis
PA,Schuylkill
NY,Westchester
MI,Ottawa
WA,Clark
MI,Genesee
FL,Indian River
MO,Franklin
NJ,Salem
CA,El Dorado
NJ,Salem
IL,Cook
NH,Cheshire
PA,Washington
DE,Kent
WI,Washington
TX,Bowie
NC,Wilson
PA,Centre
MN,Scott
MD,Queen Annes
TN,Davidson
MS,Lamar
MD,Harford
LA,Terrebonne
TX,Williamson
NY,Orange
MI,Emmet
FL,Okaloosa
FL,Collier
MS,Tippah
OH,Warren
VA,Campbell
OR,Yamhill
OH,Trumbull
ID,Canyon
OH,Hamilton
NY,Nassau
PA,Luzerne
NY,Rensselaer
PA,Northampton
OH,Stark
NY,Nassau
PA,Luzerne
GA,Franklin
PA,York
FL,Palm Beach
PA,Chester
NY,Ontario
NC,Guilford
CO,Delta
NY,Orange
MO,Greene
OR,Coos
CA,Placer
MD,Prince Georges
NJ,Sussex
SC,Spartanburg
PA,Fayette
ID,Twin Falls
OH,Hamilton
OH,Ashtabula
LA,Tangipahoa
NC,Granville
OH,Hamilton
MO,Howell
AL,Baldwin
IN,Dearborn
FL,Palm Beach
KS,Wyandotte
PA,Montgomery
PA,Fayette
OR,Washington
NH,Cheshire
FL,Polk
PA,Dauphin
MI,Bay
TN,Sevier
IL,Sangamon
PA,Montgomery
OH,Wood
CT,Windham
MI,Monroe
OH,Cuyahoga
PA,Bucks
NJ,Monmouth
PA,York
OH,Clark
SC,Anderson
NC,Randolph
PA,Lehigh
CA,Los Angeles
HI,Honolulu
NC,Union
PA,Blair
PA,Tioga
PA,Allegheny
TN,Monroe
KS,Sedgwick
NJ,Gloucester
CA,Sonoma
MN,Washington
MA,Worcester
NY,Washington
AL,Baldwin
GA,Bartow
NY,Rensselaer
IL,Grundy
OK,Okfuskee
SC,Clarendon
WA,Chelan
PA,Luzerne
PA,Carbon
PA,Indiana
TX,Parker
NY,Nassau
MN,Clay
NY,Onondaga
TX,Lavaca
NY,Erie
NY,Steuben
IL,McHenry
TX,McLennan
MA,Worcester
NY,Steuben
NY,Ulster
OH,Trumbull
SD,Pennington
OR,Washington
AZ,Yavapai
NY,Albany
NY,Oswego
CA,Santa Clara
SC,Spartanburg
NY,Broome
MA,Hampshire
IN,Delaware
PA,Beaver
VA,York
TX,Gregg
NY,Rockland
PA,Beaver
NY,Livingston
NJ,Ocean
GA,Walker
PA,York
NC,Catawba
MI,Hillsdale
PA,Carbon
NY,Ontario
PA,Lawrence
PA,Allegheny
UT,Davis
IL,Cook
NY,Warren
PA,Lackawanna
PA,Carbon
WA,Chelan
OH,Portage
PA,McKean
MD,Charles
CA,Sonoma
GA,Catoosa
MO,Clay
NY,Orange
LA,Saint Landry
OH,Hamilton
FL,Alachua
CA,Siskiyou
CO,Jefferson
NY,Suffolk
PA,Berks
CA,Kern
MO,Audrain
IN,Lagrange
MI,Mason
PA,Allegheny
CA,San Benito
NY,Jefferson
PA,Chester
MI,Clinton
FL,Saint Johns
CA,Colusa
OR,Washington
WI,Kenosha
WI,Adams
SC,Laurens
MI,Ingham
PA,Berks
VA,Goochland
ID,Canyon
OH,Cuyahoga
NM,Bernalillo
PA,Chester
VA,Franklin
CO,Boulder
PA,Lawrence
NY,Orleans
TX,Taylor
GA,Walker
MN,Winona
NJ,Warren
IL,Lake
PA,Erie
PA,Chester
NJ,Gloucester
MD,Carroll
IN,Grant
OH,Cuyahoga
CA,Solano
IN,Sullivan
MD,Calvert
MI,Eaton
IL,McHenry
NH,Rockingham
PA,Fayette
PA,Dauphin
CO,Delta
CA,Tulare
PA,Mercer
NH,Sullivan
PA,Allegheny
MO,Saint Louis
MI,Tuscola
VA,Prince William
GA,Richmond
KS,Dickinson
OH,Butler
CO,Montezuma
MS,Lee
OH,Preble
TX,Denton
OH,Ashtabula
PA,Armstrong
MD,Harford
PA,Washington
PA,Berks
MD,Carroll
NY,Erie
NC,Caldwell
MI,Wayne
PA,Erie
IL,McHenry
OR,Douglas
MI,Allegan
TX,Travis
MI,Monroe
UT,Washington
WA,Whatcom
FL,Volusia
MA,Plymouth
PA,Westmoreland
OH,Trumbull
TX,Frio
NY,Orange
PA,York
PA,Berks
PA,York
MI,Bay
IN,Kosciusko
MI,Livingston
MI,Mecosta
MI,Barry
MI,Saint Clair
TX,Robertson
NY,Orange
PA,Allegheny
VA,New Kent
NC,Alamance
MI,Kent
OH,Hancock
MT,Yellowstone
NY,Tompkins
NY,Dutchess
MA,Middlesex
NJ,Gloucester
NJ,Sussex
NY,Genesee
GA,Hall
PA,Erie
MA,Berkshire
OH,Hamilton
KY,Meade
TX,Hale
MD,Prince Georges
PA,Washington
PA,Bucks
TX,Haskell
OH,Allen
WI,Ozaukee
MI,Saint Clair
MD,Howard
NY,Dutchess
MD,Talbot
MA,Barnstable
CA,San Diego
PA,Westmoreland
WI,Walworth
TX,Nueces
IN,Fulton
LA,Iberville
NY,Steuben
MD,Cecil
TN,Weakley
OH,Medina
PA,Lehigh
NE,Madison
AR,Craighead
MA,Worcester
CT,New London
PA,Allegheny
PA,Tioga
MI,Ionia
IL,Lake
NY,Columbia
NY,Nassau
PA,Armstrong
NY,Broome
NJ,Ocean
MO,Boone
MS,Smith
MA,Worcester
IN,Pike
TX,Harris
FL,Pinellas
NJ,Cumberland
IL,La Salle
NJ,Bergen
MS,Newton
WI,Sauk
IN,Hendricks
MD,Prince Georges
TN,Wilson
PA,York
FL,Lake
NY,Schoharie
NJ,Hunterdon
NC,Rowan
NY,Jefferson
NM,Bernalillo
WI,Marinette
PA,Allegheny
NY,Genesee
WI,Polk
VA,Fauquier
IL,Sangamon
PA,Centre
FL,Walton
NY,Rockland
PA,Berks
WA,Island
MD,Prince Georges
PA,Beaver
PA,Northampton
TN,Hawkins
MA,Middlesex
NC,Brunswick
GA,Hall
PA,Montgomery
NJ,Warren
TX,Collin
PA,Allegheny
CA,Amador
WI,Walworth
MD,Montgomery
IN,Clinton
MA,Berkshire
NJ,Morris
MN,Saint Louis
KY,Trimble
NY,Westchester
TX,Hunt
FL,Collier
TX,Cass
PA,Cumberland
FL,Collier
LA,Union
IN,Allen
